popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
57,169160,False,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,4,rock-n-roll
49,307293,False,0.518,0.175,4,-16.689,1,0.0314,0.689,0.14,0.112,0.413,144.541,4,psych-rock
16,158053,True,0.319,0.995,1,-2.681,1,0.13,0.00101,0.122,0.276,0.439,111.648,4,grindcore
63,133293,False,0.343,0.884,5,-4.123,0,0.128,0.623,0.000623,0.497,0.94,177.751,4,rockabilly
0,218880,False,0.794,0.925,11,-3.776,1,0.0625,0.0118,0.32,0.197,0.924,124.881,4,funk
31,290459,False,0.815,0.595,7,-9.321,1,0.0359,0.269,0.000212,0.0264,0.905,105.008,4,salsa
46,161453,False,0.581,0.687,7,-14.152,1,0.15,0.694,7.05e-05,0.305,0.892,157.291,4,rockabilly
19,198377,False,0.581,0.682,5,-5.888,0,0.0292,0.0637,0.755,0.238,0.477,99.982,4,j-idol
0,194013,False,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,latin
39,193706,False,0.51,0.705,7,-8.093,1,0.048,0.000523,0.000119,0.275,0.671,75.977,4,electronic
62,107717,False,0.417,0.00489,1,-31.073,1,0.0419,0.988,0.937,0.0911,0.286,71.084,4,piano
0,178976,False,0.624,0.785,7,-7.262,0,0.0718,0.478,0.0,0.271,0.723,76.949,4,romance
70,157152,True,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,4,edm
30,189026,False,0.764,0.986,1,-2.677,0,0.165,0.165,0.0,0.0951,0.384,127.974,4,disco
78,212506,False,0.727,0.68,2,-4.498,1,0.0286,0.0101,0.0,0.0821,0.728,132.012,4,dance
56,204000,True,0.653,0.78,5,-7.253,0,0.0663,0.114,3.23e-06,0.117,0.26,179.928,4,sad
21,183960,False,0.503,0.151,0,-11.434,1,0.0437,0.924,1.9e-05,0.166,0.526,118.682,4,tango
55,128397,False,0.551,0.482,1,-6.404,1,0.242,0.652,0.0,0.18,0.628,200.116,4,french
41,245666,False,0.566,0.888,8,-4.031,1,0.0438,0.00881,3.96e-05,0.254,0.833,89.998,4,j-idol
39,250800,False,0.376,0.87,7,-8.262,0,0.0561,0.684,0.105,0.725,0.733,92.253,4,mpb
13,306800,False,0.694,0.647,6,-11.887,0,0.0329,0.424,0.526,0.113,0.578,120.021,4,chicago-house
61,183849,False,0.665,0.61,0,-7.655,0,0.0436,0.423,0.0,0.127,0.473,127.971,4,electro
28,473666,False,0.275,0.377,9,-8.181,0,0.0409,0.0124,0.658,0.117,0.123,139.089,4,death-metal
57,433971,False,0.801,0.713,1,-8.268,1,0.0675,0.00164,0.928,0.33,0.0491,134.986,4,techno
0,211720,False,0.329,0.139,5,-11.934,1,0.0407,0.949,0.0,0.117,0.183,169.608,5,jazz
0,302013,True,0.52,0.847,9,-5.3,1,0.427,0.275,0.0,0.325,0.799,177.377,4,hardcore
66,176786,False,0.637,0.724,6,-5.151,0,0.0403,0.119,0.0,0.299,0.414,80.982,4,indie-pop
13,227643,False,0.763,0.798,1,-5.449,1,0.0298,0.00453,1.63e-06,0.069,0.447,110.017,4,kids
2,238106,False,0.286,0.929,11,-8.494,0,0.091,0.00231,0.00074,0.0946,0.127,99.762,4,punk
0,254906,False,0.81,0.784,3,-3.223,0,0.0622,0.0874,0.000166,0.083,0.817,88.001,4,latino
60,216000,False,0.493,0.284,2,-12.815,1,0.0309,0.953,0.00739,0.151,0.199,79.959,4,j-pop
53,225800,False,0.302,0.0797,2,-18.901,1,0.0331,0.981,0.836,0.0793,0.235,199.907,4,new-age
72,224801,False,0.639,0.86,11,-4.27,1,0.069,0.000306,0.00549,0.0507,0.328,112.025,4,metal
32,210547,False,0.509,0.81,7,-7.562,1,0.0593,0.0051,4.46e-06,0.252,0.709,173.036,4,ska
39,242437,False,0.762,0.91,6,-5.683,1,0.083,0.00297,0.194,0.303,0.673,131.999,4,edm
0,212440,False,0.488,0.627,9,-7.266,0,0.0295,0.429,0.000133,0.114,0.482,78.979,4,alt-rock
54,196760,True,0.617,0.696,8,-6.257,1,0.0951,0.181,0.000316,0.0714,0.714,167.948,4,trip-hop
60,242813,False,0.736,0.439,9,-6.436,1,0.0272,0.256,0.0,0.143,0.812,107.455,4,british
36,223586,False,0.506,0.766,11,-7.771,0,0.136,0.472,2.34e-05,0.821,0.647,148.389,4,samba
0,178573,False,0.406,0.042,11,-19.736,0,0.0546,0.934,0.691,0.192,0.197,94.292,4,classical
30,236066,False,0.678,0.803,6,-3.131,0,0.0345,0.0128,0.0,0.0412,0.809,127.987,4,party
25,222573,False,0.466,0.666,7,-4.967,1,0.0402,0.281,2.77e-05,0.173,0.865,78.138,4,guitar
1,125720,False,0.683,0.681,7,-6.392,1,0.0307,0.119,0.0,0.175,0.477,95.021,4,electro
25,196874,False,0.507,0.75,0,-8.351,0,0.0446,0.0866,8.75e-06,0.0943,0.487,127.939,4,malay
0,186746,False,0.723,0.925,6,-5.47,0,0.0893,0.00887,5.63e-06,0.733,0.649,126.998,4,party
77,171533,False,0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,4,punk-rock
0,131973,False,0.693,0.338,0,-6.372,1,0.0345,0.752,0.0,0.355,0.583,79.443,4,rock-n-roll
45,165218,False,0.662,0.775,7,-4.458,0,0.0337,0.403,0.0,0.657,0.646,110.036,4,sertanejo
55,252200,False,0.489,0.824,0,-3.118,0,0.137,0.162,2.15e-06,0.104,0.917,83.003,4,k-pop
9,281069,False,0.882,0.458,0,-8.579,1,0.0706,0.000618,0.893,0.605,0.0894,133.945,4,chicago-house
41,319333,False,0.542,0.746,4,-3.802,0,0.0263,0.0565,0.0,0.126,0.504,82.039,4,anime
21,215573,False,0.254,0.984,6,-5.29,1,0.298,0.000871,0.198,0.305,0.249,139.986,4,happy
19,278377,False,0.562,0.595,0,-7.124,1,0.0314,0.715,0.000166,0.108,0.403,93.993,4,indian
55,230600,False,0.495,0.878,1,-4.3,1,0.058,0.0216,0.0,0.186,0.621,90.492,4,anime
72,229933,False,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.025,4,metal
44,244837,False,0.624,0.366,4,-12.763,0,0.037,0.643,5.38e-05,0.684,0.677,135.842,4,brazil
0,226040,False,0.794,0.624,11,-6.024,0,0.0344,0.0575,2.08e-06,0.208,0.755,100.015,4,funk
23,257640,False,0.791,0.642,11,-8.502,0,0.182,0.0213,0.000279,0.356,0.477,94.585,4,afrobeat
66,309640,False,0.744,0.7,2,-7.663,1,0.0375,0.278,0.000155,0.068,0.867,144.033,4,pop-film
46,262750,False,0.648,0.805,10,-7.145,0,0.029,0.0654,0.887,0.154,0.0627,123.998,4,trance
0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
24,399000,True,0.533,0.93,6,-12.044,1,0.917,0.781,0.0,0.922,0.0383,85.216,4,comedy
12,247293,False,0.738,0.876,6,-6.774,0,0.0326,0.213,0.0104,0.226,0.806,106.606,4,synth-pop
4,249253,False,0.789,0.736,2,-6.279,0,0.0896,0.136,0.0,0.681,0.782,81.014,4,latin
30,76846,True,0.596,0.803,2,-5.804,1,0.108,0.00138,0.0327,0.308,0.405,129.932,4,hardcore
60,437693,False,0.7,0.687,2,-9.292,1,0.0504,0.503,1.2e-05,0.057,0.815,136.028,4,pop-film
13,307333,False,0.783,0.684,1,-7.919,1,0.0626,0.000446,0.452,0.0809,0.405,89.983,4,breakbeat
38,155500,False,0.742,0.559,6,-11.468,0,0.254,0.0146,0.000716,0.0852,0.215,89.972,4,turkish
22,146880,False,0.463,0.897,9,-7.447,0,0.912,0.828,0.0,0.75,0.353,95.292,4,comedy
12,232533,False,0.676,0.661,6,-6.297,1,0.0298,0.362,0.0,0.0818,0.675,128.949,4,kids
0,253723,False,0.77,0.743,6,-3.251,1,0.0299,0.0205,0.0003,0.144,0.843,123.014,4,disco
28,237120,False,0.657,0.957,7,-2.98,1,0.0555,0.0302,1.79e-05,0.0389,0.736,109.052,4,spanish
11,201066,False,0.387,0.998,2,-4.676,1,0.137,2.82e-05,1.31e-05,0.327,0.0582,103.344,4,grindcore
0,239293,False,0.529,0.903,2,-4.396,0,0.0483,3.31e-05,0.182,0.259,0.746,129.986,4,hard-rock
11,123428,False,0.777,0.375,0,-7.833,0,0.0677,0.666,0.822,0.0861,0.493,70.09,4,study
64,181280,False,0.736,0.868,8,-3.01,0,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,4,latino
71,286440,False,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,4,hardcore
70,205145,False,0.518,0.723,2,-8.075,1,0.137,0.157,1.2e-05,0.107,0.363,100.118,4,pop-film
40,191880,False,0.59,0.756,8,-7.578,0,0.252,0.616,0.0,0.713,0.87,101.589,3,samba
54,109241,False,0.672,0.285,1,-7.031,1,0.0474,0.241,0.905,0.25,0.454,145.0,4,sad
31,195342,False,0.749,0.684,7,-5.463,0,0.0297,0.00868,0.000116,0.194,0.637,120.03,4,spanish
11,144053,False,0.592,0.244,2,-9.658,1,0.0331,0.847,2.57e-06,0.11,0.39,88.539,3,honky-tonk
50,321502,False,0.506,0.714,10,-7.802,0,0.291,0.513,0.871,0.053,0.719,160.065,4,garage
0,229746,False,0.771,0.378,0,-8.744,1,0.0517,0.592,0.00172,0.104,0.616,128.091,4,alternative
63,171433,False,0.552,0.91,0,-3.226,1,0.0385,0.224,1.39e-05,0.134,0.369,126.007,4,progressive-house
0,256644,False,0.296,0.168,7,-21.006,0,0.0349,0.782,0.934,0.136,0.074,73.466,3,ambient
52,243214,False,0.722,0.699,8,-4.169,0,0.0274,0.196,0.00462,0.111,0.613,112.033,4,sad
13,182560,False,0.832,0.76,5,-8.391,1,0.225,0.116,8.78e-06,0.251,0.566,96.008,4,kids
0,198093,False,0.347,0.942,7,-5.517,1,0.0913,0.00196,0.0,0.338,0.66,200.025,4,punk
22,282560,False,0.393,0.968,9,-3.039,1,0.113,9.31e-05,0.801,0.0505,0.524,181.881,4,industrial
47,240200,False,0.557,0.898,11,-5.109,0,0.25,0.551,0.0,0.81,0.827,109.246,4,hard-rock
47,292418,False,0.351,0.714,0,-7.648,0,0.0386,0.542,0.0,0.547,0.483,93.393,4,samba
19,42906,False,0.432,0.241,0,-19.258,1,0.197,0.984,0.809,0.129,0.238,183.381,3,disney
42,152972,True,0.448,0.87,5,-4.517,1,0.0716,0.0137,0.0,0.132,0.829,89.789,4,punk-rock
0,383893,False,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,4,alt-rock
19,233893,False,0.604,0.773,4,-10.595,0,0.0345,0.407,0.819,0.168,0.703,94.927,4,trip-hop
44,241005,False,0.511,0.347,1,-8.729,0,0.025,0.726,0.00105,0.375,0.0514,95.088,4,country
73,205473,True,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,4,indie-pop
39,222320,False,0.661,0.764,5,-6.572,0,0.0357,0.0613,0.0,0.261,0.637,114.949,4,jazz
7,185150,True,0.809,0.525,5,-11.032,1,0.255,0.0522,2.31e-05,0.054,0.528,177.977,4,funk
15,358114,False,0.462,0.887,11,-2.19,0,0.0368,0.00162,0.571,0.537,0.0457,175.033,4,drum-and-bass
67,223999,False,0.65,0.551,0,-6.906,1,0.0274,0.405,0.0,0.219,0.294,102.934,4,pop-film
56,226380,False,0.456,0.803,2,-4.265,1,0.0786,0.000259,0.000368,0.291,0.333,186.15,4,garage
47,135615,False,0.69,0.306,6,-15.215,0,0.0818,0.64,0.00215,0.221,0.276,103.449,4,french
46,227942,False,0.666,0.876,11,-2.948,1,0.0704,0.127,0.0,0.787,0.648,105.94,4,sertanejo
20,170824,True,0.671,0.933,9,-3.157,0,0.302,0.00245,0.0,0.0789,0.798,122.863,5,j-dance
4,194002,False,0.58,0.921,8,-7.376,1,0.0463,0.00787,8.06e-05,0.097,0.37,144.98,4,trance
0,135000,False,0.584,0.0282,7,-25.12,1,0.0649,0.951,0.0854,0.117,0.267,97.855,4,romance
51,258613,False,0.39,0.916,0,-2.859,1,0.0579,0.0229,0.0,0.197,0.483,92.118,4,anime
19,363053,False,0.762,0.625,2,-7.559,1,0.0382,0.0572,0.0325,0.129,0.891,144.085,4,trip-hop
54,196874,False,0.602,0.965,10,-0.959,1,0.074,0.000269,0.00202,0.0859,0.215,128.14,4,electronic
55,252226,False,0.521,0.621,5,-5.268,1,0.0289,0.411,0.0,0.211,0.377,72.982,4,anime
39,319480,False,0.443,0.452,7,-8.849,1,0.0278,0.145,6.11e-05,0.32,0.192,146.111,4,disco
44,228207,False,0.366,0.725,7,-6.232,1,0.0447,0.275,4.75e-05,0.937,0.312,121.416,4,sertanejo
82,175720,True,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,hip-hop
19,266800,True,0.561,0.925,2,-3.088,1,0.843,0.849,0.0,0.782,0.44,124.693,3,comedy
67,272973,False,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105,4,grunge
0,320507,False,0.457,0.979,5,-3.836,1,0.0485,9.8e-06,0.119,0.123,0.227,127.006,4,alt-rock
59,377586,False,0.284,0.801,7,-9.981,1,0.0639,0.000687,0.00326,0.888,0.521,136.943,4,rock-n-roll
0,273640,False,0.599,0.539,8,-5.897,1,0.034,0.356,5.43e-06,0.102,0.188,121.942,4,electro
60,273466,False,0.502,0.948,6,-3.717,1,0.12,0.0101,4.49e-06,0.0809,0.102,139.979,4,grunge
2,227466,False,0.798,0.821,7,-6.143,1,0.0596,0.0985,5.84e-06,0.178,0.526,95.004,4,reggae
0,221013,False,0.668,0.522,4,-7.42,1,0.0311,0.696,0.0,0.609,0.718,107.979,4,rock
47,255000,False,0.557,0.873,9,-6.674,0,0.0449,0.00822,0.00453,0.0648,0.868,162.842,4,punk
0,219826,False,0.87,0.846,0,-5.517,1,0.076,0.137,0.0,0.084,0.738,119.999,4,party
48,203093,False,0.215,0.945,10,-7.201,0,0.0798,0.000639,0.453,0.204,0.603,179.079,4,hard-rock
21,290693,False,0.586,0.827,7,-6.044,1,0.0453,0.00549,0.888,0.0435,0.809,167.962,4,afrobeat
0,166793,False,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,4,house
43,189130,True,0.609,0.72,0,-5.564,0,0.35,0.111,0.0,0.121,0.472,184.094,4,latino
0,436533,False,0.385,0.458,1,-9.5,1,0.0361,0.287,7.43e-05,0.108,0.136,134.673,3,soul
34,244600,False,0.72,0.6,0,-5.777,1,0.138,0.748,0.0,0.138,0.501,111.936,4,show-tunes
59,184247,False,0.678,0.819,8,-3.306,1,0.0313,0.191,0.0,0.159,0.499,90.004,4,edm
49,228240,False,0.673,0.904,11,-3.457,1,0.0779,0.28,0.0,0.196,0.487,124.998,3,sertanejo
11,84560,False,0.338,0.842,5,-12.368,0,0.0799,1.8e-06,0.952,0.0993,0.341,101.556,1,grindcore
20,292245,False,0.413,0.505,0,-12.033,1,0.0326,0.883,0.84,0.173,0.51,132.603,4,new-age
58,166639,False,0.563,0.735,6,-6.488,0,0.108,0.0109,2.32e-05,0.0871,0.24,125.076,4,deep-house
34,356133,False,0.53,0.502,3,-7.641,1,0.0304,0.733,0.0,0.131,0.251,142.08,4,j-idol
61,137862,False,0.376,0.0851,6,-24.311,0,0.0471,0.996,0.963,0.101,0.265,88.321,4,piano
18,169459,False,0.644,0.33,6,-16.511,0,0.155,0.909,0.000171,0.115,0.856,107.733,4,tango
38,201069,True,0.442,0.897,11,-7.1,1,0.0439,0.013,0.012,0.168,0.575,102.536,4,punk
47,218636,False,0.597,0.474,0,-9.846,1,0.0304,0.758,1.68e-06,0.116,0.315,132.004,4,indie
45,231232,True,0.792,0.577,7,-9.651,1,0.0952,0.0471,2.83e-06,0.167,0.541,139.99,4,country
32,152106,False,0.402,0.952,11,-1.387,0,0.246,0.000713,3.93e-05,0.611,0.446,191.989,4,j-rock
40,249652,False,0.738,0.503,2,-10.876,1,0.0309,0.613,1.16e-05,0.1,0.556,121.914,4,country
39,175292,False,0.63,0.82,0,-7.534,1,0.034,0.218,4.06e-05,0.147,0.397,126.015,3,dubstep
0,186847,False,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,3,garage
48,173648,False,0.322,0.593,9,-8.667,0,0.0698,0.385,0.0148,0.21,0.24,167.853,4,blues
7,599042,False,0.822,0.741,6,-9.548,0,0.0487,0.023,0.494,0.0772,0.884,127.013,4,chicago-house
24,198040,False,0.493,0.62,7,-6.324,1,0.0269,0.253,0.0,0.159,0.553,150.978,4,honky-tonk
54,226466,False,0.602,0.756,5,-7.321,0,0.0307,0.304,0.00315,0.087,0.499,120.039,4,rockabilly
21,208680,False,0.509,0.411,4,-9.432,0,0.0321,0.564,0.0105,0.264,0.362,172.119,4,cantopop
42,347360,False,0.647,0.665,0,-9.879,1,0.05,0.592,0.000293,0.887,0.815,81.952,4,mpb
50,241413,False,0.589,0.334,7,-10.08,1,0.029,0.832,0.0,0.133,0.208,80.036,4,acoustic
44,390200,False,0.345,0.721,4,-6.416,1,0.039,0.0671,0.000437,0.126,0.16,145.962,4,world-music
74,235160,False,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,4,alt-rock
58,209636,False,0.559,0.873,0,-4.401,0,0.0544,0.0281,0.0,0.185,0.797,150.054,4,j-pop
78,211666,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance
53,287573,False,0.78,0.46,6,-7.516,1,0.0851,0.455,0.000141,0.061,0.788,124.007,4,indian
0,275896,False,0.38,0.346,2,-14.313,1,0.0417,0.648,0.000139,0.0511,0.358,117.916,3,folk
19,287586,False,0.29,0.989,2,-1.534,1,0.0876,1.84e-05,0.000281,0.302,0.38,161.377,4,heavy-metal
45,200063,False,0.424,0.781,9,-7.505,0,0.0663,0.432,2.84e-06,0.99,0.501,87.29,4,pagode
30,252026,False,0.586,0.46,4,-7.932,0,0.0422,0.604,0.0,0.13,0.524,99.854,1,rock-n-roll
50,240200,False,0.592,0.901,5,-5.554,0,0.0591,0.0109,0.000344,0.0514,0.62,109.902,4,grunge
55,180000,False,0.713,0.701,4,-8.094,0,0.048,0.133,0.0125,0.131,0.153,120.065,4,groove
0,149760,False,0.516,0.217,4,-18.26,0,0.0445,0.989,0.916,0.0761,0.461,146.844,4,german
10,2830628,False,0.579,0.915,7,-6.435,1,0.0464,0.00401,0.000546,0.118,0.521,175.013,4,breakbeat
67,181493,False,0.438,0.938,6,-5.611,0,0.094,0.00842,1.08e-06,0.806,0.584,160.212,4,power-pop
1,173653,False,0.727,0.796,7,-3.918,0,0.125,0.0627,0.0,0.166,0.701,180.069,4,latino
1,200037,False,0.437,0.803,10,-4.791,1,0.04,4.46e-05,0.0164,0.107,0.735,147.507,4,rock
8,219480,False,0.959,0.536,2,-5.009,1,0.183,0.0788,0.0,0.165,0.917,128.018,4,kids
0,308373,False,0.791,0.534,9,-13.261,0,0.0355,0.0749,1.99e-06,0.156,0.963,127.488,4,psych-rock
41,320573,False,0.158,0.17,2,-16.398,0,0.0351,0.302,0.285,0.0946,0.0378,81.355,4,new-age
52,151531,False,0.581,0.844,5,-6.64,0,0.0595,0.0855,0.0,0.224,0.546,93.963,4,club
57,204186,False,0.655,0.695,9,-9.648,1,0.0381,0.101,0.436,0.105,0.33,125.572,4,british
49,153933,False,0.408,0.497,7,-10.092,1,0.0374,0.822,0.839,0.718,0.928,204.592,4,rockabilly
1,200000,False,0.567,0.815,10,-4.668,1,0.0286,0.000277,0.104,0.0867,0.378,97.937,4,metal
0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock
58,230933,False,0.568,0.907,5,-4.641,0,0.0488,0.00115,0.0,0.0982,0.337,112.037,4,grunge
44,160640,False,0.693,0.511,9,-6.565,0,0.0567,0.773,4.52e-06,0.0708,0.65,114.982,4,brazil
29,185946,False,0.855,0.667,8,-4.019,1,0.284,0.189,0.0,0.259,0.773,79.442,4,dancehall
18,268200,False,0.49,0.956,1,-2.706,0,0.0796,0.122,0.0,0.246,0.546,140.981,4,j-idol
56,239078,False,0.566,0.743,0,-5.377,1,0.0361,0.0265,0.0,0.329,0.649,94.973,4,j-rock
0,239669,False,0.312,0.245,11,-13.359,0,0.0369,0.828,0.00535,0.102,0.295,132.731,3,romance
36,142493,False,0.555,0.379,11,-16.134,0,0.101,0.546,0.0,0.758,0.653,122.931,4,disney
1,194013,False,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,hip-hop
39,109608,False,0.784,0.551,7,-10.889,1,0.0429,0.687,0.829,0.103,0.307,79.996,4,study
55,199772,False,0.428,0.442,7,-10.485,1,0.0303,0.775,0.000132,0.0818,0.687,105.829,4,indian
26,202925,False,0.247,0.947,9,-4.817,0,0.0725,0.00143,0.0,0.416,0.353,154.795,4,heavy-metal
0,84973,False,0.387,0.786,11,-4.127,1,0.0436,0.0195,0.0,0.123,0.462,149.806,3,power-pop
0,143733,False,0.439,0.196,0,-16.093,1,0.0601,0.88,0.0,0.0513,0.525,129.581,4,jazz
17,218346,False,0.602,0.861,9,-4.019,1,0.063,0.0243,0.0019,0.202,0.536,133.944,4,j-idol
25,133480,True,0.568,0.911,9,-5.423,1,0.0428,0.251,1.74e-05,0.296,0.965,147.975,4,goth
23,210586,False,0.556,0.904,8,-8.415,0,0.0517,5.13e-05,0.717,0.189,0.605,155.989,4,industrial
42,218853,False,0.511,0.894,3,-5.179,0,0.0863,0.0159,0.0,0.331,0.466,88.002,4,turkish
20,193714,True,0.816,0.497,9,-11.577,0,0.12,0.845,1.75e-05,0.111,0.704,140.025,4,idm
43,294946,False,0.381,0.445,9,-6.246,1,0.0308,0.609,0.0,0.118,0.319,131.986,4,brazil
74,423840,False,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,4,psych-rock
26,215513,False,0.735,0.741,4,-4.249,0,0.0488,0.208,0.0,0.0907,0.597,111.374,4,synth-pop
66,212412,False,0.73,0.58,0,-7.976,1,0.124,0.0399,2.48e-05,0.0703,0.55,167.915,4,pop-film
19,136000,True,0.487,0.979,1,-1.839,1,0.289,0.0449,2.62e-06,0.324,0.316,179.942,4,hardstyle
13,131305,False,0.758,0.431,11,-6.886,1,0.0332,0.73,0.958,0.111,0.279,67.598,4,study
16,180453,False,0.367,0.265,0,-13.41,0,0.0342,0.966,9.31e-05,0.379,0.522,108.35,4,tango
27,327266,False,0.773,0.315,0,-11.268,1,0.136,0.0162,0.0943,0.353,0.49,119.418,4,dub
0,185453,False,0.523,0.448,2,-13.53,1,0.0593,0.442,0.0,0.111,0.351,134.511,4,soul
42,248058,False,0.405,0.723,7,-6.328,1,0.0933,0.135,0.0,0.138,0.478,173.904,4,gospel
33,234986,False,0.555,0.875,11,-7.028,0,0.0499,0.00113,0.00255,0.977,0.303,126.139,4,rockabilly
19,142219,False,0.848,0.605,9,-6.253,0,0.176,0.0427,3.76e-06,0.162,0.437,110.043,4,j-dance
23,225133,False,0.5,0.868,4,-6.031,0,0.0592,0.0139,0.00029,0.16,0.195,100.01,4,industrial
54,172137,False,0.521,0.523,6,-7.621,1,0.0362,0.233,0.0,0.403,0.343,145.156,4,sad
69,166222,False,0.834,0.662,5,-6.179,1,0.0407,0.522,9.07e-05,0.14,0.718,115.999,4,electro
56,187293,False,0.356,0.625,1,-3.455,1,0.0317,0.219,0.0,0.107,0.293,165.902,4,punk
0,183228,False,0.747,0.537,4,-8.2,0,0.0423,0.583,2.04e-05,0.217,0.869,103.9,4,salsa
39,139160,False,0.327,0.281,7,-10.041,1,0.0274,0.925,1.26e-05,0.165,0.407,85.697,4,children
47,412800,False,0.698,0.641,5,-11.253,0,0.0397,0.323,0.826,0.114,0.262,125.012,4,progressive-house
24,184333,False,0.64,0.813,0,-7.655,1,0.0465,0.0176,2.79e-05,0.0638,0.897,152.163,4,goth
0,195333,False,0.715,0.61,4,-5.095,0,0.0522,0.175,0.0,0.0949,0.771,79.973,4,reggaeton
72,215937,False,0.675,0.817,5,-3.789,0,0.0497,0.00711,0.0,0.0839,0.446,105.964,4,indie
0,202853,False,0.538,0.391,0,-9.031,1,0.0256,0.898,0.00558,0.17,0.398,88.562,4,british
0,268426,False,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-06,0.0986,0.803,125.637,4,alt-rock
72,243533,True,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,4,hard-rock
41,352800,False,0.67,0.608,11,-11.298,0,0.208,0.0765,0.0,0.0531,0.712,149.024,3,turkish
0,173325,True,0.715,0.622,4,-3.046,0,0.111,0.11,0.0,0.123,0.407,158.088,4,hip-hop
32,193365,False,0.89,0.771,10,-5.197,0,0.0648,0.134,0.0,0.312,0.59,129.999,4,malay
18,147946,False,0.409,0.944,8,-4.121,1,0.0828,0.0255,0.001,0.218,0.315,175.236,4,happy
46,498419,False,0.635,0.808,6,-9.818,0,0.0399,0.00172,0.667,0.084,0.037,124.019,4,techno
25,322880,False,0.553,0.95,8,-1.975,0,0.0669,0.0177,0.019,0.0766,0.199,174.978,4,drum-and-bass
41,275901,False,0.57,0.197,0,-10.362,1,0.0305,0.953,0.116,0.137,0.152,122.045,4,gospel
0,218306,False,0.399,0.801,4,-4.638,0,0.0544,0.32,0.0,0.308,0.696,199.792,4,folk
5,351520,False,0.781,0.985,1,-9.413,1,0.043,0.301,0.802,0.633,0.47,133.974,4,detroit-techno
42,204426,False,0.638,0.807,2,-6.35,0,0.0486,0.0229,0.0,0.318,0.964,159.915,4,ska
59,329221,False,0.465,0.682,4,-8.124,1,0.0512,0.381,0.00041,0.0801,0.583,164.01,4,pop-film
34,180400,False,0.289,0.917,0,-8.521,1,0.236,0.00362,0.0,0.119,0.355,150.04,4,heavy-metal
46,235933,False,0.728,0.52,1,-11.185,1,0.0277,0.241,0.000104,0.118,0.843,98.059,4,mpb
60,237266,False,0.442,0.793,9,-5.152,1,0.0347,0.0456,0.0,0.328,0.437,80.985,4,grunge
73,341054,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,pop
5,432786,False,0.752,0.753,2,-7.568,1,0.0622,0.00732,0.262,0.591,0.209,121.988,4,chicago-house
29,246833,False,0.568,0.85,7,-6.411,1,0.126,0.477,0.0,0.201,0.51,160.079,3,hardstyle
14,412990,False,0.547,0.951,11,-3.579,0,0.0963,0.0299,0.837,0.375,0.354,164.822,4,breakbeat
4,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,reggaeton
52,212715,False,0.374,0.724,1,-7.862,1,0.0424,0.494,0.0,0.166,0.518,175.971,4,sertanejo
40,274706,False,0.69,0.435,0,-9.818,1,0.0325,0.256,0.0,0.141,0.433,131.999,4,cantopop
52,444878,False,0.716,0.534,6,-9.327,1,0.0531,0.00729,0.74,0.0682,0.271,123.003,4,minimal-techno
30,210026,False,0.439,0.975,4,-5.787,0,0.0732,5.77e-06,0.0126,0.379,0.124,106.071,4,heavy-metal
71,194186,False,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,4,country
33,333913,False,0.425,0.951,1,-7.194,1,0.0913,0.0103,0.107,0.396,0.357,103.537,3,trance
37,271943,False,0.73,0.88,0,-3.098,1,0.0357,0.378,0.0,0.264,0.929,119.77,4,forro
